,kind,code,class_name,prof,room,date1,date2,start,end
76,교선,AF00055,빅뱅에서인간까지,김강배,7208,금,,15:00,17:50
77,교선,AF00056,기후위기와지속가능한농업,김병수,M403,목,,09:00,11:50
78,교선,AK00039,기후위기의이해,김병수,7206,화,,09:00,11:50
79,교선,AK00045,동물복지:인간과동물,최태규,3502,목,,15:00,17:50
80,교선,AK00047,현대사회와스트레스,고려진,7207,목,,15:00,17:50
81,교선,AD00010,서양사의이해,한해정,3401,목,,12:00,14:50
82,교선,AD00049,한국현대사,한홍구,7309,목,,09:00,11:50
83,교선,AD00093,사이버세계와종교,김한나,3402,수,,15:00,17:50
84,교선,AD00154,철학이란무엇인가?,김시형,1505,화,,12:00,14:50
85,교선,AD00172,"더불어숲인문학
(삶을위한인문공부)",고병헌,7301,월,,09:00,11:50
86,교선,AD00184,"더불어숲인문학
(신영복함께읽기)",김창남,7304,수,,12:00,14:50
87,교선,AE00074,젠더로세상보기,김영선,M406,수,,15:00,17:50
88,교선,AK00028,한국독립운동의요모조모,신주백,M402,월,,12:00,14:50
89,교선,AK00029,"남과북,밥·꿈·칼의100년전쟁",한홍구,7205,수,,15:00,17:50
90,교선,AK00042,평화를쓰기,최성용,3501,화,,15:00,17:50
91,교선,AK00046,인간발달과심리,이현아,6110,월,,09:00,11:50
92,교선,AK00049,"한민족의역사(조선왕조실록
과역사이야기)",심용환,6110,수,,09:00,11:50
93,교선,AD00187,"일본군‘위안부’문제의역사
와운동",강성현,M402,수,,15:00,17:50
94,교선,AE00073,팀창업입문,이예나,M406,금,,12:00,14:50
95,교선,AH00020,진로와직업의세계,한상진,7303,화,,15:00,16:50
96,교선,AH00021,취업전략및역량강화,신지원,7305,화,,15:00,16:50
97,교선,AH00034,소셜벤처기업가정신,최우진,7304,월,,12:00,14:50
98,교선,AH00054,특허와창의적사고,류선미,7304,월,,10:00,11:50
99,교선,AK00026,미디어크리에이터,박경호,3302,목,,12:00,14:50
100,교선,AK00038,인류생존프로젝트,김현우,M402,수,,12:00,14:50
101,교선,AK00050,창업기초법률과회계이해,정은재,M402,목,,09:00,11:50
102,교선,AK00054,대학수학,윤명호,1503,월,,09:00,11:50
103,교선,AD00032,뉴미디어시대의미술,이민수,3401,화,,12:00,14:50
104,교선,AD00123,책의사회사,전성원,3301,수,,15:00,17:50
105,교선,AD00158,대중서사의이해,오현화,1505,목,,15:00,17:50
106,교선,AD00182,미술과상상력2,이은주,7208,월,,09:00,11:50
107,교선,AE00001,영상시대의이해,강나영,6110,화,,12:00,14:50
108,교선,AE00016,영상과문화로보는러시아,엄순천,3402,월,,15:00,17:50
109,교선,AE00099,마음,남일성,9101,화,,15:00,17:50
110,교선,AJ00009,행복의심리학,이현지,6110,월,,15:00,17:50
111,교선,AK00007,생활속수학,윤명호,1503,수,,09:00,11:50
112,교선,AK00027,다큐로보는현대기술,김병수,7309,화,,12:00,14:50
113,교선,AK00032,인공지능과인지과학,민수정,1505,월,,15:00,17:50
114,교선,AK00033,디지털트렌드,김다혜,M402,화,,12:00,14:50
115,교선,AK00034,플랫폼노동의미래,유성규,M406,화,,09:00,11:50
116,교선,AK00035,공유경제란무엇인가,강영선,M407,화,,12:00,14:50
117,교선,AK00043,시나리오로읽는미래사회,김필구,3301,화,,09:00,11:50
118,교선,AK00052,바이오기술의이해,김병수,3502,목,,12:00,14:50
119,교선,AK00053,20세기환경사,김명진,3401,수,,15:00,17:50
120,교선,AK00030,삶속의통계,윤명호,1503,월,,09:00,11:50
121,교선,AK00036,경제변혁과문명의미래,이웅,M403,화,,12:00,14:50
122,교선,AK00048,한국대중음악(Kpop)의이해,신현준,7207,수,,12:00,14:50
123,교선,AD00084,기초영문법I,김성찬,7207,수,,15:00,17:50
124,교선,AE00012,아시아사회와문화,박은홍,7206,화,목,16:30,17:45
125,교선,AE00102,디자인씽킹프로젝트,염준규,7204,월,,09:00,11:50
126,교선,AF00045,빅데이터의이해,박재영,3502,월,,12:00,14:50
127,교선,AD00003,기초일본어,"요코야마
나호코",7206,월,수,13:30,14:45
128,교선,AD00004,실용일본어,"요코야마
나호코",7206,화,목,13:30,14:45
129,교선,AD00011,교양중국어초급,장엽,7308,화,목,15:00,16:15
130,교선,AD00103,TopicsinFilm,김혜인,M407,수,,15:00,17:50
131,교선,AD00168,테드와위키피디아,이원석,7205,월,,15:00,17:50
132,교선,AD00180,인권영화와영상제작,송아름,3402,월,,09:00,11:50
133,교선,AK00008,영어다의어I:알맹이와껍데기,권용현,7309,월,,12:00,14:50
134,교선,AD00027,대학합창Ⅰ,차피득,9301,수,,15:00,17:50
135,교선,AD00164,생활과발레,장소정,5C301,목,,10:00,11:50
136,교선,AD00179,실용음악의이해와감상I(뮤지컬),하지원,7202,월,,16:00,17:50
137,교선,AD00185,20대의심리,이주엽,1504,수,,15:00,17:50
138,교선,AE00092,필란트로피의이해와실천,김현수,M406,금,,15:00,17:50
139,교선,AE00101,창업의정석,이상윤,7204,목,,12:00,14:50
140,교선,AF00047,1인미디어의이해와제작,연희승,M401,목,,12:00,14:50
141,교선,AK00021,요가,정은송,5C301,금,,10:00,10:50
142,교선,AK00021,요가,정은송,5C301,금,,11:00,11:50
143,교선,AE00029,사회봉사II,노철래,미정,,,,
144,교선,AE00030,사회봉사III,노철래,미정,,,,
145,평교,AD00124,문화예술교육론,신재민,1502,금,,15:00,17:50
146,평교,AG00001,평생교육방법론,은주희,1502,수,,15:00,17:50
147,평교,AG00002,평생교육개론,이소연,1502,화,,15:00,17:50
148,평교,AG00003,평생교육실습,임정아,1502,금,,12:00,14:50
149,평교,AG00006,지역사회교육론,정혜령,1502,수,,12:00,14:50
150,교선,AJ00009,행복의심리학,이현지,6110,월,,15:00,1750
155,전탐,VH00003,문화코드로본현대중국,백원담,3502,월,수,15:00,16:15
156,전탐,VH00007,기초영어다의어,권용현,7308,목,,09:00,11:50
157,전탐,VH00022,종교로보는세계의역사,이주엽,7308,화,목,16:30,17:45
158,전탐,VH00013,스토리텔링일본어,"요코야마
나호코",7208,화,목,15:00,16:15
159,전탐,VH00014,한일교류론,양기호,7207,화,목,13:30,14:45
160,전탐,VH00015,영문학서사와장르:시와산문,박미정,7308,수,,09:00,11:50
161,전탐,VH00025,한걸음더중국어,장엽,7308,월,수,13:30,14:45
162,전탐,VH00030,명상과치유,노철래,7208,수,,09:00,11:50
163,"전선, 전탐",LD00012,중국지역톺아보기,이남주,M301,화,목,15:00,16:15
164,"전선, 전탐",LD00013,중급중국어,장엽,7309,월,수,15:00,16:15
165,"전선, 전탐",LB00024,환타지와문학,박미정,7308,월,수,16:30,17:45
166,전탐,LB00019,영어문장이해I,김성찬,3502,화,,09:00,11;50
167,전탐,LA00032,비기독교인을위한성서읽기,이주엽,7309,화,수,12:00,13:15
168,"전탐, 전선",LA00028,과학카페에서읽는종교,신익상,7208,목,,09:00,11:50
169,전탐,VH00018,전공탐색세미나(영어학전공),김성찬,7309,수,,14:00,14:50
170,전탐,VH00019,전공탐색세미나(일어일본학전공),양기호,7208,화,,12:00,12:50
171,전탐,VH00020,전공탐색세미나(중어중국학전공),장영석,7208,목,,18:25,19:15
172,전탐,VH00021,전공탐색세미나(기독교문화전공),이주엽,7202,월,,15:00,15:50
173,전탐,VS00001,영상으로보는정치의세계,김창진,M402,화,목,16:30,17:45
174,전탐,VS00002,"헷갈리는사회문제깊이들여다보
기",조효제,7207,월,,09:00,11:50
175,전탐,VS00003,경영학입문,박윤규,7308,월,수,12:00,13:15
176,전탐,VS00004,뭐니뭐니해도문제는경제학,유철규,M403,월,수,13:30,14:45
177,전탐,VS00006,대중문화와사회복지,양경은,7208,월,수,12:00,13:15
178,전탐,VS00009,정치학의초대,박은홍,M402,화,목,15:00,16:15
179,전탐,VS00012,경제환경과기업경영,이웅,M205,화,,15:00,17:50
180,전탐,VS00013,"사회복지학개론
※사회복지사자격취득법정필수과목",조남경,7309,화,목,15:00,16:15
181,전탐,VS00016,"우리사는경제어디서왔을까1:
시장경제의기원과변모",이상철,3402,화,목,13:30,14:45
182,전탐,MA00001,"인간행동과사회환경
※사회복지사자격취득법정필수과목",김은영,7204,화,,12:00,14:50
183,전탐,MA00023,"사회복지와문화다양성
※사회복지사자격취득법정필수과목",양경은,7208,월,수,13:30,14:45
184,"전선, 전탐",MB00016,사회사상사,김동춘,7206,화,목,15:00,16:15
185,전탐,MB00020,계급젠더에스니시티,미지정,M402,월,,15:00,17:50
186,"전선, 전탐",MC00016,한국경제사,이상철,7204,수,,09:00,11:50
187,전탐,MD00014,민주주의론,미지정,M407,수,,09:00,11:50
188,"전선, 전탐",ME00013,소비자행동및소비자트랜드분석,이상훈,7207,금,,15:00,17:50
189,"전선, 전탐",ME00021,경영영어,미지정,1505,금,,09:00,11:50
190,전탐,VS00019,전공탐색세미나(사회학),조미혜,7205,금,,12:00,12:50
191,전탐,VS00020,전공탐색세미나(경제학),유철규,7302,월,,18:00,18:50
192,전탐,VS00021,전공탐색세미나(정치학),박은홍,7306,수,,18:00,18:50
193,전탐,VS00022,전공탐색세미나(사회복지학전공),남일성,7206,월,,17:00,17:50
194,전탐,VS00023,전공탐색세미나(경영학전공),"박상선
박윤규
송재민
이상윤
이상훈
장승권
최우석",3401,화,,11:00,11:50
195,전탐,VD00004,디지털드로잉워크숍,이영아,M401,목,,09:00,11:50
196,전탐,VM00002,커뮤니케이션의이해,김서중,M205,월,,15:00,17:50
197,전탐,VD00003,디지털기초디자인,박남기,6403,월,,09:00,11:50
198,전탐,VD00002,스포츠문화콘텐츠의이해,정윤수,7207,월,,12:00,14:50
199,"전선, 전탐",PB00024,언론의역사,김서중,6110,화,,09:00,11:50
200,전탐,VM00009,전공탐색세미나(신문방송학전공),김창남,6110,화,,15:00,15:50
201,전탐,VM00010,전공탐색세미나(디지털콘텐츠전공),박남기,6403,수,,18:00,18:50
202,전탐,VI00001,C프로그래밍,김덕봉,6201,월,수,15:00,16:15
203,전탐,VI00001,C프로그래밍,김선형,6202,화,목,15:00,16:15
204,전탐,VI00001,C프로그래밍,이하규,6406,월,수,15:00,16:15
205,전탐,VI00001,C프로그래밍,이상윤,6206,월,수,15:00,16:15
206,전탐,VI00021,이산수학,윤명호,7202,월,,12:00,14:50
207,전탐,VI00002,Python프로그래밍,홍성준,6405,화,목,13:30,14:45
208,전탐,VI00006,데이터베이스,김덕봉,6201,월,수,13:30,14:45
209,전탐,VI00007,사물인터넷기초,유상신,6406,화,목,15:00,16:15
210,전탐,VI00016,Java프로그래밍,이하규,6406,월,수,16:30,17:45
211,전탐,VI00010,전공탐색세미나(컴퓨터공학전공),임충규,6201,월,,18:00,18:50
212,전탐,VI00011,전공탐색세미나(소프트웨어공학전공),유상신,6201,목,,18:00,18:50
213,전탐,VI00012,전공탐색세미나(정보통신공학전공),박정식,6404,화,,18:00,18:50
214,전탐,VI00017,전공탐색세미나(인공지능전공),이상윤,6405,수,,18:00,18:50
215,"전선, 전탐",XA00036,Java프로그래밍,임충규,6201,월,수,16:30,17:45
216,"전탐, 전선",XA00020,논리회로설계,박정식,6201,화,목,16:30,17:45
217,"전탐, 전선",XB00005,데이터베이스,김덕봉,6206,월,수,12:00,13:15
218,"전탐, 전선",XB00037,Java프로그래밍,김선형,6202,화,목,16:30,17:45
219,"전탐, 전선",XB00030,웹개발입문,이해신,6202,금,,15:00,17:50
220,"전탐, 전선",XC00034,사물인터넷기초,정인철,6406,수,,09:00,11:50
221,"전탐, 전선",XC00021,논리회로설계,박정식,6404,화,목,13:30,14:45
222,"전탐, 전선",XE00003,데이터기초수학2,백지현,6206,화,목,12:00,13:15
223,전탐,VC00001,문화로보는트랜스아시아,"김미란
조경희",3502,금,,15:00,17:50
225,전선,LA00031,인공지능시대의종교와미디어의미래,"이주엽
최영묵",3401,화,목,15:00,16:15
226,전선,LA00032,비기독교인을위한성서읽기,이주엽,7308,화,목,12:00,13:15
227,전선,LA00033,그리스도교신학개론,차보람,7302,월,,15:00,17:50
228,전선,LA00034,넘치는매력의사나이예수,박태식,7305,목,,15:00,17:50
229,전선,AD00093,사이버세계와종교,김힌나,3402,수,,15:00,17:50
231,전필,LB00003,영어독서지도,김성찬,7208,목,,12:00,13:50
232,전선,LB00016,영어다독I,김혜인,7302,토,,09:00,11:50
233,전선,LB00017,영어다의어1:알맹이와껍데기,권용현,7309,수,,09:00,11:50
234,전선,LB00018,영어로읽는한국1,권용현,M205,화,,09:00,11:50
235,전선,LB00019,영어문장이해I,김성찬,3502,화,,09:00,11:50
236,전선,LB00020,영어학개론,김성찬,7205,화,목,15:00,16:15
237,전선,LB00021,영어교수법및학습법1,김성찬,7208,화,목,16:30,17:45
238,전필,LB00022,영작문I,김혜인,7305,화,목,13:30,14:45
239,전선,LB00023,현대문명과문학,박미정,7308,월,수,15:00,16:15
241,전선,LB00025,Speech&Presentations,김혜인,7305,화,목,12:00,13:15
242,전필,LC00010,일본학세미나,양기호,7302,화,,09:00,11:50
243,전선,LC00012,일본문학사,박은희,7301,화,,15:00,17:50
244,전선,LC00016,비즈니스일본어,"요코야마
나호코",7301,월,수,15:00,16:15
245,전선,LC00017,일본어한자,"요코야마
나호코",7301,월,수,16:30,17:45
246,전선,LC00019,일본의시사쟁점,양기호,7302,목,,09:00,11:50
247,전선,LC00020,일본문화론,장화경,7302,월,수,13:30,14:45
248,전선,LC00021,일본의자연환경과재해,장화경,7302,수,,09:00,11:50
249,전선,LC00024,일본사회론,장화경,7302,월,수,12:00,13:15
250,전선,LC00025,한일문화콘텐츠통번역1,박미숙,7302,목,,15:00,17:50
251,전선,LD00001,중국사회와문화,장영석,7204,화,목,16:30,17:45
252,전필,LD00011,중국과세계,이남주,7304,화,목,12:00,13:15
255,전선,LD00016,중국영화의이해,윤영도,M404,월,수,12:00,13:15
256,전선,LD00017,중국어회화II,장엽,7304,화,목,13:30,14:45
257,전선,LD00019,HSK연습,장엽,7306,화,,09:00,11:50
258,전필,MA00001,인간행동과사회환경,김은영,7204,화,,12:00,14:50
259,전필,MA00002,지역사회복지론,남일성,7308,금,,12:00,14:50
260,전필,MA00003,사회복지조사론,김연아,1506,화,,09:00,11:50
261,전필,MA00004,사회복지실천론,장희숙,7206,월,수,12:00,13:15
262,전필,MA00005,사회복지실천기술론,장희숙,7206,월,수,15:00,16:15
263,전필,MA00006,사회복지정책론,은민수,M406,목,,12:00,14:50
264,전필,MA00007,사회복지행정론,황인매,M403,화,,15:00,17:50
265,전필,MA00008,사회복지법제와실천,이호종,M407,목,,15:00,17:50
266,전선,MA00013,의료사회복지론,문이지,M407,화,,15:00,17:50
267,전선,MA00019,사회보장론,"송기호
조남경",7304,수,,15:00,17:50
268,전선,MA00020,학교사회복지,유인경,M404,목,,15:00,17:50
269,전선,MA00021,가족복지론,정종운,M406,목,,09:00,11:50
270,전선,MA00022,프로그램개발과평가,남일성,3302,월,수,13:30,14:45
271,전선,MA00023,사회복지와문화다양성,양경은,7208,월,수,13:30,14:45
272,전선,MA00026,사례관리론,오현민,M403,수,,09:00,11:50
273,전필,MA00027,사회복지현장실습I,서진환,미정,토,,09:00,11:50
274,전선,MA00028,정신보건사회복지론,미지정,M402,목,,12:00,14:50
275,전선,MA00032,"사회복지융복합역량강화세미
나",김용득,7304,화,,09:00,11:50
276,전선,MB00005,인권의사회학,조효제,7304,수,,09:00,11:50
278,전필,MB00018,조사방법론,허준기,3402,월,수,12:00,13:15
279,전선,MB00020,계급젠더에스니시티,김향수,M402,월,,15:00,17:50
280,전선,MB00021,남북사회비교연구,배성인,M404,목,,12:00,14:50
281,전선,MB00022,성의사회학(섹슈얼리티-문화와역사),김순남,1506,화,,12:00,14:50
282,전선,MB00023,현대사회와문화,하홍규,M403,목,,15:00,17:50
283,전선,MB00027,공간과사회,조미혜,M407,목,,09:00,11:50
284,전선,MB00031,과학기술의사회학,박진영,1506,화,,15:00,17:50
285,전선,MB00033,복지의사회학적이해,허준기,3402,월,수,13:30,14:45
286,전선,MB00034,젠더와역사,김상숙,1503,수,,15:00,17:50
287,전선,MB00035,포스트휴머니즘,이지선,M404,수,,15:00,17:50
288,전선,MC00009,현대마르크스경제학,이동한,M406,수,,12:00,14:50
289,전선,MC00010,미시경제학,신현준,1503,화,목,13:30,14:45
290,전선,MC00014,화폐와금융,유철규,M403,월,수,15:00,16:15
292,전선,MC00017,국제경제론,유철규,7306,화,목,16:30,17:45
293,전필,MC00018,동아시아경제론,신현준,1503,화,목,15:00,16:15
294,전선,MC00019,경제학세미나Ⅱ,이상철,7305,목,,09:00,11:50
295,전선,MD00013,한국민주주의의이론과실제,김혜진,1506,수,,12:00,14:50
296,전선,MD00014,민주주의론,김형철,M407,수,,09:00,11:50
297,전필,MD00016,국가론,김창진,7306,목,,09:00,11:50
298,전선,MD00022,아시아의국가와사회,박은홍,7306,월,수,15:00,16:15
299,전선,MD00025,한반도평화론,윤석준,1504,화,목,13:30,14:45
300,전선,MD00027,박정희체제톺아보기,박은홍,7306,월,수,16:30,17:45
301,전선,MD00028,유럽정치론,윤석준,1504,화,,09:00,11:50
302,전선,ME00001,크리에이터를위한핵심창업지식,미지정,M407,월,,15:00,17:50
303,전선,ME00002,글로벌비지니스의이해,"장승권
송재민",7204,목,,09:00,11:50
304,전필,ME00003,경영정보시스템,박윤규,7204,월,수,15:00,16:15
305,전필,ME00003,경영정보시스템,송재민,3302,금,,15:00,17:50
306,전선,ME00005,인적자원관리,장승권,M402,수,,09:00,11:50
307,전선,ME00006,기업과사회,미지정,M407,목,,12:00,14:50
308,전필,ME00007,기업재무관리,최우석,7309,화,목,16:30,17:45
309,전필,ME00009,경영전략,이상윤,3402,목,,09:00,11:50
310,전필,ME00012,마케팅,이상훈,7207,금,,12:00,14:50
312,전선,ME00014,셀프리더십,염준규,7204,월,,12:00,14:50
313,전선,ME00016,회계학원론,김성호,1506,목,,15:00,17:50
314,전필,ME00017,조직행동,장승권,7204,화,,09:00,11:50
315,전필,ME00018,운영관리,박상선,7206,화,목,12:00,13:15
316,전선,ME00020,포트폴리오와투자관리,최우석,7204,화,목,15:00,16:15
318,전선,ME00023,디지털마케팅,미지정,M406,화,,12:00,14:50
319,전선,ME00028,경영빅데이터프로그래밍,송재민,B105,월,수,13:30,14:45
320,전선,PB00021,정보와큐레이션,김정훈,1504,목,,15:00,17:50
321,전선,PB00022,뉴미디어이론과정책,조은기,7205,수,,09:00,11:50
322,전선,PB00023,미디어비평,김서중,7304,목,,09:00,11:50
324,전필,PB00025,저널리즘,김서중,7206,수,,09:00,11:50
325,전선,PB00026,대중문화론,김창남,7202,화,목,13:30,14:45
326,전선,PB00029,미디어문화정치,이정엽,7205,화,,12:00,14:50
327,전선,PB00030,미디어산업과경영,조은기,7202,화,,09:00,11:50
328,전필,PB00031,커뮤니케이션고전읽기,송하원,7208,수,,15:00,17:50
329,전필,PB00032,매스컴영어,최진봉,7202,목,,09:00,11:50
330,전선,PB00033,PR론,최진봉,7202,월,,09:00,11:50
331,전선,PB00035,카피라이팅,윤목,7205,월,,12:00,14:50
332,전선,PB00036,영상제작실습I,연희승,7206,목,,09:00,11:50
333,전선,PB00037,소셜미디어이론과활용,이진순,7205,목,,12:00,14:50
334,전선,PB00038,만화와애니메이션,백정숙,7202,화,,15:00,17:50
335,전선,PB00039,축제와이벤트,양재영,7304,목,,15:00,17:50
336,전선,PB00040,연극의이해와실습,권정택,7207,월,,15:00,17:50
337,전선,PB00041,IT시대의광고읽기,유은아,7208,월,,15:00,17:50
338,전선,PB00042,영화론,박소정,7202,수,,15:00,17:50
339,전선,PD00003,기후위기와글로벌커뮤니케이션,송재령,7205,금,,15:00,17:50
340,전선,LA00031,인공지능시대의종교와미디어의미래,"이주엽
최영묵",7304,화,목,15:00,16:15
341,전선,PA00001,"콘텐츠세계로,미래로",전현택,M301,화,목,12:00,13:15
342,전선,PA00005,3D캐릭터애니메이션1,박남기,6403,수,,09:00,11:50
343,전선,PA00006,창의적CG캐릭터개발,김대우,6403,화,목,15:00,16:15
344,전선,PA00008,디지털음악I,현종찬,6403,금,,12:00,14:50
345,전선,PA00016,세계의신화와판타지,이종승,6110,금,,15:00,17:50
346,전선,PA00018,고급3D제작,김대우,6403,금,,09:00,11:50
347,전선,PA00019,아바타영상제작,호중훈,M401,금,,15:00,17:50
348,전필,PA00021,디지털라이팅과랜더링,김대우,6403,화,,09:00,11:50
349,전필,PA00024,영상디자인I,고일준,6403,수,,15:00,17:50
350,전선,PA00026,캐릭터디자인,박인평,M401,수,,15:00,17:50
351,전선,PA00036,3D게임제작,김대우,M401,월,,12:00,14:45
352,전선,PA00038,고급영상합성,김현근,6403,금,,15:00,17:50
353,전선,PC00003,디자인레이아웃과캐릭터,박인평,M401,수,,12:00,14:50
354,전선,PC00004,스톱모션애니메이션제작실습,전승배,6403,월,,12:00,14:50
355,전필,PC00010,3D모델링,신미현,6403,수,,12:00,14:50
356,전선,PC00013,아이디어와엔터테인먼트콘텐츠,곽미서,M301,수,,09:00,11:50
357,전선,PC00017,디지털콘텐츠기획,김선구,M301,금,,09:00,11:50
358,전선,PC00018,모바일게임아트워크프로세스,박선영,6403,화,,12:00,14:50
359,전선,PC00019,콘텐츠와플랫폼,전현택,M301,월,수,16:30,17:45
360,전필,PC00020,캡스톤디자인-콘텐츠제작프로젝트1,박남기,7417,목,,09:00,11:50
361,전필,PC00020,캡스톤디자인-콘텐츠제작프로젝트1,이영아,6402,화,목,13:30,14:45
362,전필,PC00022,디지털페인팅,이영아,M401,화,,09:00,11:50
